position,title,result_id,publication_info,link,Authors,Year,google_scholar_url,page_number,keyword
16,The physiology of willpower: Linking blood glucose to self-control,b-iSDe4RMVkJ,"MT Gailliot, RF Baumeister - Personality and social …, 2007 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/1088868307303030,"MT Gailliot, RF Baumeister",2007,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,impression management
17,Impulsivity and the self-defeating behavior of narcissists,-HpLKYFt8MQJ,"S Vazire, DC Funder - Personality and social psychology …, 2006 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1207/s15327957pspr1002_4,"S Vazire, DC Funder",2006,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,impression management
18,"Self-control and the susceptibility to persuasion, compliance, and conformity.",nYuIyY6EO1YJ,"E Burkley, T Hatvany - 2016 - psycnet.apa.org",https://psycnet.apa.org/record/2016-50080-002,"E Burkley, T Hatvany",2016,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,impression management
19,The role of self-regulation in abstinence maintenance: Effects of communal living on self-regulation,liooFa7Nf5UJ,"JR Ferrari, EB Stevens, LA Jason - Journal of Groups in Addiction & …, 2009 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/15560350802712371,"JR Ferrari, EB Stevens, LA Jason",2009,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,5,impression management
0,Religiosity and moral identity: The mediating role of self-control,AxA7iUVqxIUJ,"SJ Vitell, MN Bing, HK Davison, AP Ammeter… - Journal of Business …, 2009 - Springer",https://link.springer.com/article/10.1007/s10551-008-9980-0,"SJ Vitell, MN Bing, HK Davison, AP Ammeter…",2009,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
1,"Soft drinks for lunch? Self-control, intentions and social influences",3vzmofQem6UJ,"EL Melbye, MH Helland - British Food Journal, 2018 - emerald.com",https://www.emerald.com/insight/content/doi/10.1108/BFJ-11-2017-0605/full/html,"EL Melbye, MH Helland",2018,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
2,Understanding and overcoming self‐control depletion,yfu2MzAno4wJ,"EJ Masicampo, SR Martin… - Social and Personality …, 2014 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/spc3.12139,"EJ Masicampo, SR Martin…",2014,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
3,How to Raise Users' Awareness of Online Privacy: An Empirical and Theoretical Approach for Examining the Impact of Persuasive Privacy Support Measures on …,HnoYp5m3WKsJ,J Schäwel - 2019 - duepublico2.uni-due.de,https://duepublico2.uni-due.de/servlets/MCRFileNodeServlet/duepublico_derivate_00070696/Diss_Schaewel.pdf,J Schäwel,,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
4,Effects of secrecy in consumer behavior,DfIgTO7zp-IJ,D He - 2020 - theses.lib.polyu.edu.hk,https://theses.lib.polyu.edu.hk/handle/200/10611,D He,2020,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
5,Is there a downside to good self-control?,lKUq8hUpbV8J,"RF Baumeister, JL Alquist - Self and Identity, 2009 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/15298860802501474,"RF Baumeister, JL Alquist",2009,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
6,Self-control relies on glucose as a limited energy source: willpower is more than a metaphor.,OpnizJfiC_UJ,"MT Gailliot, RF Baumeister, CN DeWall… - Journal of personality …, 2007 - psycnet.apa.org",https://psycnet.apa.org/record/2007-00654-010,"MT Gailliot, RF Baumeister, CN DeWall…",2007,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
7,How to Construct Desirable Images in Diverse Teams: Examining Dual-Path Self-Regulation Mechanisms,CYJNSA8jCJEJ,J Li - 2021 - search.proquest.com,https://search.proquest.com/openview/2e43c1f5132635c5207f5020a8692171/1?pq-origsite=gscholar&cbl=2026366&diss=y,J Li,2021,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
8,Ego depletion increases risk-taking,B70HCrTcbHwJ,"P Fischer, A Kastenmüller, K Asal - The Journal of Social …, 2012 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/00224545.2012.683894,"P Fischer, A Kastenmüller, K Asal",2012,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
9,The psychology of self-regulation: An introductory review,LEr2g4eHpt0J,"JP Forgas, RF Baumeister… - Psychology of self …, 2009 - books.google.com",https://books.google.com/books?hl=en&lr=&id=83qkRG-_vswC&oi=fnd&pg=PA1&dq=%22impression+management%22&ots=FKwsicxgf5&sig=nIfBJgx31A1hxc-tO9CZX2pgRWI,"JP Forgas, RF Baumeister…",2009,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
10,"Alone, unhappy, and demotivated: The impact of an alone mind-set on neurotic individuals' willpower",XuVkHsceUroJ,"L Uziel - Social Psychological and Personality Science, 2016 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/1948550616657597,L Uziel,2016,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
11,Cognitive neuroscience of self-regulation failure,ia752_BVF8YJ,"TF Heatherton, DD Wagner - Trends in cognitive sciences, 2011 - Elsevier",https://www.sciencedirect.com/science/article/pii/S136466131000269X,"TF Heatherton, DD Wagner",2011,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
12,Effortful attention control,oCVQivuwqMAJ,"BJ Schmeichel, RF Baumeister - Effortless attention: A new …, 2010 - books.google.com",https://books.google.com/books?hl=en&lr=&id=QicTDgAAQBAJ&oi=fnd&pg=PA29&dq=%22impression+management%22&ots=kPUmGutnmW&sig=nbfyw_iXMZ8HUTgxMTtDiQP_QHU,"BJ Schmeichel, RF Baumeister",2010,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
13,Self-regulation as a limited resource: Strength model of control and depletion,f0vWWAugAbIJ,"RF Baumeister, JL Alquist - Psychology of self-regulation …, 2009 - books.google.com",https://books.google.com/books?hl=en&lr=&id=83qkRG-_vswC&oi=fnd&pg=PA21&dq=%22impression+management%22&ots=FKwsicxgf5&sig=ILBPpsqwukNUm6lRmZn_hOm4FKM,"RF Baumeister, JL Alquist",2009,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
14,Is the HEXACO the new black? An examination of the predictive validity of NEO-PI-3 and the HEXACO-PI-R to determine if the six factor model of personality provides …,1hRlJXfRlpEJ,A Wilson - 2016 - ro.uow.edu.au,https://ro.uow.edu.au/theses/4971/,A Wilson,2016,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
15,Trying to be perfect in an imperfect world: Examining the role of perfectionism in the context of chronic illness,7BpWTiXQFSMJ,"DS Molnar, FM Sirois, T Methot-Jones - Perfectionism, health, and well …, 2016 - Springer",https://link.springer.com/chapter/10.1007/978-3-319-18582-8_4,"DS Molnar, FM Sirois, T Methot",2016,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
16,The relationship of self-control and abstinence maintenance: An exploratory analysis of self-regulation,UqkqxPnMrhoJ,"JR Ferrari, EB Stevens, LA Jason - Journal of groups in addiction & …, 2009 - ncbi.nlm.nih.gov",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2916178/,"JR Ferrari, EB Stevens, LA Jason",2009,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
17,Overcontrolled Tendencies in Refractory Depression compared to Acute Non-Chronic Depression; The Importance of Treating Maladaptive Personality Style,S2DR8B4K6QoJ,G Taylor - 2013 - ore.exeter.ac.uk,https://ore.exeter.ac.uk/repository/handle/10871/14052,G Taylor,2013,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
18,Yesterday at War with Tomorrow: Rebooting the Profession of Arms,zxEiUJoAneQJ,"FACT EMBRACES - JCLD/TABLE OF CONTENTS, 2020 - jcli.scholasticahq.com",https://jcli.scholasticahq.com/article/13536.pdf#page=108,FACT EMBRACES,2020,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
19,Effectiveness of Self Monitored Gadget Limiting on Procrastination Levels,uQy1nBb7n78J,EJG Binay - Created Annually by San Beda College Alabang - academia.edu,https://www.academia.edu/download/37070211/The_Bedan_Journal_of_Psychology_2015_Volume_I.pdf#page=60,EJG Binay,,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,6,impression management
0,Personality and career success.,GymOXoXDXswJ,"R Hogan, T Chamorro-Premuzic - 2015 - psycnet.apa.org",https://psycnet.apa.org/record/2013-35883-026,"R Hogan, T Chamorro",2015,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
1,Validation of an implicit measure of antagonistic narcissism,GVIV8Sm4CxsJ,"PE Heinze, R Fatfouta, M Schröder-Abé - Journal of Research in …, 2020 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0092656620300817,"PE Heinze, R Fatfouta, M Schröder",2020,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
2,Changes in dispositional empathy in American college students over time: A meta-analysis,gM7p2TeapVMJ,"SH Konrath, EH O'Brien… - Personality and Social …, 2011 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/1088868310377395,"SH Konrath, EH O'Brien…",2011,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
3,"Money, depletion, and prosociality in the dictator game.",XMFrArEP4ywJ,"A Achtziger, C Alós-Ferrer… - Journal of Neuroscience …, 2015 - psycnet.apa.org",https://psycnet.apa.org/journals/npe/8/1/1.html?uid=2014-57723-001,"A Achtziger, C Alós",2015,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
4,Experiential avoidance.,gG0BXRsB0SgJ,"FR Goodman, MA Larrazabal, JT West, TB Kashdan - 2019 - psycnet.apa.org",https://psycnet.apa.org/record/2019-11495-009,"FR Goodman, MA Larrazabal, JT West, TB Kashdan",2019,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
5,Self-regulation and its failure: The seven deadly threats to self-regulation.,faC54cbAETQJ,"DD Wagner, TF Heatherton - APA handbook of personality and …, 2015 - psycnet.apa.org",https://psycnet.apa.org/books/record/2013-35881-026,"DD Wagner, TF Heatherton",2015,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
6,Lay theories of self-control,1_rHe-XYvwQJ,"V Job, GM Walton - The Science of Lay Theories, 2017 - Springer",https://link.springer.com/chapter/10.1007/978-3-319-57306-9_3,"V Job, GM Walton",2017,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
7,"If you are able to control yourself, I will trust you: the role of perceived self-control in interpersonal trust.",yJbpnLFjcEUJ,"F Righetti, C Finkenauer - Journal of personality and social …, 2011 - psycnet.apa.org",https://psycnet.apa.org/getdoi.cfm?doi=10.1037/a0021827,"F Righetti, C Finkenauer",2011,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
8,The role of social worldviews and self-control in moral disengagement,0KKiDPq6euMJ,"V Alexandra - Personality and Individual Differences, 2019 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0191886919300868,V Alexandra,2019,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
9,A Study on Social Capital of Indonesian Entrepreneurs,A5NF02-p5EUJ,"NNA Christy, RA Wibowo, MC Wu - 2022 - ceeol.com",https://www.ceeol.com/search/article-detail?id=1025910,"NNA Christy, RA Wibowo, MC Wu",2022,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
10,Stop and start control at work: Differential validity of two types of self‐control for work behavior and emotion regulation,oFzHwaZkNnAJ,"EAJ van Hooft, LM Kreemers - International Journal of Selection …, 2021 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/ijsa.12359,"EAJ van Hooft, LM Kreemers",2021,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
11,Is self-leadership just self-regulation? Exploring construct validity with HEXACO and self-regulatory traits,g2iLNTOOJ7cJ,"SF Bailey, LK Barber, LM Justice - Current Psychology, 2018 - Springer",https://link.springer.com/article/10.1007/s12144-016-9498-z,"SF Bailey, LK Barber, LM Justice",2018,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
12,An exploratory analysis of changes in self-regulation and social support among men and women in recovery,o3XKsXOj7IEJ,"JR Ferrari, EB Stevens, LA Jason - Journal of groups in addiction & …, 2010 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/15560351003766133,"JR Ferrari, EB Stevens, LA Jason",2010,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
13,Self-regulatory strength and mindfulness,s3RSSeFlDjIJ,"MJ MacKenzie, RF Baumeister - Handbook of mindfulness and self …, 2015 - Springer",https://link.springer.com/chapter/10.1007/978-1-4939-2263-5_8,"MJ MacKenzie, RF Baumeister",2015,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
14,"Effect of Ego Depletion and Expectancy Beliefs on Working Memory, Problem Solving, Task Persistence, and Performance",cfHoYFELb-YJ,"A Adil, A Kanwal, S Ghayas, A Khan - Pakistan Journal of …, 2019 - pjprnip.edu.pk",http://www.pjprnip.edu.pk/index.php/pjpr/article/view/393,"A Adil, A Kanwal, S Ghayas, A Khan",2019,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
15,Effects of an ultra-brief computer-based mindfulness training on mindfulness and self-control: A randomised controlled trial using a 40-day ecological momentary …,75Zko9btYMcJ,"Z Rowland, M Wenzel, T Kubiak - Mindfulness, 2019 - Springer",https://link.springer.com/article/10.1007/s12671-019-01204-9,"Z Rowland, M Wenzel, T Kubiak",2019,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
16,Moderation of resource depletion in the self-control strength model: Differing effects of two modes of self-control,eM7_PQKlXCoJ,"RD Dvorak, JS Simons - Personality and Social Psychology …, 2009 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/0146167208330855,"RD Dvorak, JS Simons",2009,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
17,Attract the best: The attraction effect as an effective strategy to enhance healthy choices,M4SvNbOeaXIJ,"G van den Enden, K Geyskens - PloS one, 2021 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259521,"G van den Enden, K Geyskens",2021,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
18,Fit to be good: Physical fitness is negatively associated with deviance.,__7WKBnIXB8J,"K Tai, Y Liu, M Pitesa, S Lim, YK Tong… - Journal of Applied …, 2022 - psycnet.apa.org",https://psycnet.apa.org/journals/apl/107/3/389/,"K Tai, Y Liu, M Pitesa, S Lim, YK Tong…",2022,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
19,The social image of food: Associations between popularity and eating behavior,8LS6JflGV9gJ,"LM König, H Giese, FM Stok, B Renner - Appetite, 2017 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0195666317304713,"LM König, H Giese, FM Stok, B Renner",2017,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,7,impression management
0,Can self control influence subjective well being in life? A study assessing the dynamics and association between the constructs,ZyjvrQMcZZAJ,"A Khan, AM Qureshi - Journal of Independent Studies and …, 2015 - jisr.szabist.edu.pk",http://jisr.szabist.edu.pk/JISR-MSSE/study_assessing_the_dynamics_and_association_between_the_constructs.pdf,"A Khan, AM Qureshi",2015,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,8,impression management
1,Social mindfulness: skill and will to navigate the social world.,JoYhO2zUYBwJ,"NJ Van Doesum, DAW Van Lange… - Journal of Personality …, 2013 - psycnet.apa.org",https://psycnet.apa.org/doiLanding?doi=10.1037%2Fa0032540,"NJ Van Doesum, DAW Van Lange…",2013,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,8,impression management
2,The Effect of Lying on Self-Control Depletion,8eaOXbMCfx4J,MT D'Agata - 2013 - search.proquest.com,https://search.proquest.com/openview/dc42ed9179dfb666c5d7a26fe68a96de/1?pq-origsite=gscholar&cbl=18750,MT D'Agata,2013,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,8,impression management
3,A bias of self‐reports among repressors: Examining the evidence for the validity of self‐relevant and health‐relevant personal reports,WDOPPO0gs00J,"Z Saeedi, N Ghorbani, MR Sarafraz… - International Journal of …, 2020 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/ijop.12560,"Z Saeedi, N Ghorbani, MR Sarafraz…",2020,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,8,impression management
4,Development of the Motivation to Participate in Psychological Research Scale,Qp_sNrgWA9IJ,"S Freng - Journal of Individual Differences, 2020 - econtent.hogrefe.com",https://econtent.hogrefe.com/doi/full/10.1027/1614-0001/a000317,S Freng,2020,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,8,impression management
5,"Whether, how, and when social anxiety shapes positive experiences and events: A self-regulatory framework and treatment implications",BFaRaOErDDEJ,"TB Kashdan, JW Weeks, AA Savostyanova - Clinical psychology review, 2011 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0272735811000602,"TB Kashdan, JW Weeks, AA Savostyanova",2011,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,8,impression management
6,The role of self-control in resistance to persuasion,WSa1PiftIFIJ,"E Burkley - Personality and Social Psychology Bulletin, 2008 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/0146167207310458,E Burkley,2008,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,8,impression management
7,Adverse consequences of excessive social networking site use on academic performance: Explaining underlying mechanism from stress perspective,riC7L_uDUMwJ,"A Masood, A Luqman, Y Feng, A Ali - Computers in human behavior, 2020 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0747563220302284,"A Masood, A Luqman, Y Feng, A Ali",2020,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,8,impression management
8,Improving self-control by practicing logical reasoning,5QhBN5xXqjMJ,"A Bertrams, BJ Schmeichel - Self and Identity, 2014 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/15298868.2013.836562,"A Bertrams, BJ Schmeichel",2014,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,8,impression management
9,The role of self-control and sociosexual orientation in partner selection: A speed-dating study,9LPROGZCLMAJ,"TM Pronk, JC Karremans, A Demetriou… - Journal of Social …, 2021 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/0265407520977675,"TM Pronk, JC Karremans, A Demetriou…",2021,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,8,impression management
10,Bodies obliged and unbound: differentiated response tendencies for injunctive and descriptive social norms.,KFNNC_NZZTgJ,"RP Jacobson, CR Mortensen… - Journal of personality and …, 2011 - psycnet.apa.org",https://psycnet.apa.org/doiLanding?doi=10.1037/a0021470,"RP Jacobson, CR Mortensen…",2011,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,8,impression management
11,Self-regulatory strength,YtE5mr9FXLoJ,"IM Bauer, RF Baumeister - Handbook of self-regulation: Research …, 2011 - books.google.com",https://books.google.com/books?hl=en&lr=&id=paTiZVSZ71cC&oi=fnd&pg=PA64&dq=%22impression+management%22&ots=ms5TUAhk-q&sig=7G4bpR5jfV_BSwQXz8k4lKdOxiQ,"IM Bauer, RF Baumeister",2011,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,8,impression management
12,The effect of self-control on willingness to sacrifice in close relationships,3fZxFuom8FsJ,"MB Findley, M Carvallo, CP Bartak - Self and Identity, 2014 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/15298868.2013.826595,"MB Findley, M Carvallo, CP Bartak",2014,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,8,impression management
13,“WHY DID YOU MAKE ME DO THAT?” ANGER AT GOD IN THE CONTEXT OF MORAL TRANSGRESSION,5Fldpa2AyUMJ,JB Grubbs - 2012 - rave.ohiolink.edu,https://rave.ohiolink.edu/etdc/view?acc_num=case1333495047,JB Grubbs,2012,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,8,impression management
14,Police managers' self-control and support for organizational justice.,EhjFCdRQ8WUJ,"SE Wolfe, J Nix, BA Campbell - Law and human behavior, 2018 - psycnet.apa.org",https://psycnet.apa.org/buy/2018-06405-003,"SE Wolfe, J Nix, BA Campbell",2018,https://scholar.google.com/scholar?q=%22impression+management%22&cites=6099775482241657013&hl=en&start=400&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,8,impression management
