"source","Doctype","Article.Title","Authors","Journal.Book","Year","search_string","DOI","URL","Title_cleaned"
"Google Scholar",NA,"The effect of romantic jealousy on self-control: an examination of trait constructs and sex differences based on survey and experimental data","LA Nelson","LA Nelson - 2014 - dc.etsu.edu","2014","impression management",NA,"https://dc.etsu.edu/etd/2397/","theeffectofromanticjealousyonselfcontrolanexaminationoftraitconstructsandsexdifferencesbasedonsurveyandexperimentaldata"
"Google Scholar",NA,"Self-control, self-efficacy, and work ethic as potential factors in entitlement in adolescents","JR Shalka","JR Shalka - 2015 - search.proquest.com","2015","impression management",NA,"https://search.proquest.com/openview/1d18f2714797282e0e491e69eb965023/1?pq-origsite=gscholar&cbl=18750","selfcontrolselfefficacyandworkethicaspotentialfactorsinentitlementinadolescents"
"Google Scholar",NA,"The influence of regulatory mode on the use of limited self-regulatory resources and the experience of self-regulation","PE Weiland","PE Weiland - 2007 - rave.ohiolink.edu","2007","impression management",NA,"https://rave.ohiolink.edu/etdc/view?acc_num=toledo1197423473","theinfluenceofregulatorymodeontheuseoflimitedselfregulatoryresourcesandtheexperienceofselfregulation"
"Google Scholar",NA,"Ego Depletion and Auditors' Judgment and Decision-Making Quality","PJ Hurley","PJ Hurley - 2015 - search.proquest.com","2015","impression management",NA,"https://search.proquest.com/openview/e0156163bd0eaaa994e257116094c913/1?pq-origsite=gscholar&cbl=18750","egodepletionandauditorsjudgmentanddecisionmakingquality"
"Google Scholar",NA,"Examining Role of Self-Control Exertion in the Strength Model of Self-Control Using Modified Versions of the Sequential Task Paradigm","N Lee","N Lee - 2018 - espace.curtin.edu.au","2018","impression management",NA,"https://espace.curtin.edu.au/handle/20.500.11937/68325","examiningroleofselfcontrolexertioninthestrengthmodelofselfcontrolusingmodifiedversionsofthesequentialtaskparadigm"
"Google Scholar",NA,"The effects of depleted self-regulation on skilled task Performance","D McEwan","D McEwan - 2012 - macsphere.mcmaster.ca","2012","impression management",NA,"https://macsphere.mcmaster.ca/handle/11375/11967","theeffectsofdepletedselfregulationonskilledtaskperformance"
"Google Scholar",NA,"An empirical test of the dimensionality of self-control","CA Tunze","CA Tunze - 2012 - search.proquest.com","2012","impression management",NA,"https://search.proquest.com/openview/b3bb3305acc3f41e4f3da991a1957340/1?pq-origsite=gscholar&cbl=18750","anempiricaltestofthedimensionalityofselfcontrol"
"Google Scholar",NA,"Depletion today keeps the apple away: Effects of workplace resource processes on daily health behavior and recovery","CA LeNoble","CA LeNoble - 2016 - search.proquest.com","2016","impression management",NA,"https://search.proquest.com/openview/2591251906fba2bb4e603aba19937c93/1?pq-origsite=gscholar&cbl=18750","depletiontodaykeepstheappleawayeffectsofworkplaceresourceprocessesondailyhealthbehaviorandrecovery"
"Google Scholar",NA,"Self-regulation in young people and their parents in context of personality traits, self-esteem and self-efficacy: a two-generation study","MS Kovářová","MS Kovářová - is.muni.cz",NA,"impression management",NA,"https://is.muni.cz/th/o3yef/Diploma_thesis_Silvie_Kovarova_crjbk.pdf","selfregulationinyoungpeopleandtheirparentsincontextofpersonalitytraitsselfesteemandselfefficacyatwogenerationstudy"
"Google Scholar",NA,"An investigation of the effects of energy conservation and motivation on self-regulation strength depletion","JD Graham","JD Graham - 2011 - macsphere.mcmaster.ca","2011","impression management",NA,"https://macsphere.mcmaster.ca/handle/11375/11351","aninvestigationoftheeffectsofenergyconservationandmotivationonselfregulationstrengthdepletion"
"Google Scholar",NA,"The Effects of Interpersonal Emotion Regulation During Conflict on Partner-directed State Aggression","KDM Lee","KDM Lee - 2020 - search.proquest.com","2020","impression management",NA,"https://search.proquest.com/openview/93b603b480b0fd773fa5ce4f3d4e9fd5/1?pq-origsite=gscholar&cbl=51922&diss=y","theeffectsofinterpersonalemotionregulationduringconflictonpartnerdirectedstateaggression"
"Google Scholar",NA,"A retrospective study of child and adolescent risk factors and their relation to the Dark Triad core personality traits","R Stead","R Stead - 2012 - search.proquest.com","2012","impression management",NA,"https://search.proquest.com/openview/1fe84dd12275f746502249984e6fbfc2/1?pq-origsite=gscholar&cbl=18750","aretrospectivestudyofchildandadolescentriskfactorsandtheirrelationtothedarktriadcorepersonalitytraits"
"Google Scholar",NA,"Effects of achievement goals on self-control","M Lee, M Bong, S Kim","M Lee, M Bong, S Kim - Contemporary Educational Psychology, 2021 - Elsevier","2021","impression management",NA,"https://www.sciencedirect.com/science/article/pii/S0361476X2100059X","effectsofachievementgoalsonselfcontrol"
"Google Scholar",NA,"Attention, self-control, and depletion: Using semantc priming to clarify the picture","MJ Cahill","MJ Cahill - 2011 - search.proquest.com","2011","impression management",NA,"https://search.proquest.com/openview/f2367dc1d5fdef57702b2439c60d952b/1?pq-origsite=gscholar&cbl=18750","attentionselfcontrolanddepletionusingsemantcprimingtoclarifythepicture"
"Google Scholar",NA,"When guidelines become demands: Highly restrictive standards promote self-regulatory failure","SG Buzinski","SG Buzinski - 2011 - search.proquest.com","2011","impression management",NA,"https://search.proquest.com/openview/3eea2e264381ba5e96b837bdc2c5f0ed/1?pq-origsite=gscholar&cbl=18750","whenguidelinesbecomedemandshighlyrestrictivestandardspromoteselfregulatoryfailure"
"Google Scholar",NA,"How Internet Use Influences Mental Wellness","M Ai","M Ai - 2013 - s-space.snu.ac.kr","2013","impression management",NA,"https://s-space.snu.ac.kr/handle/10371/120401","howinternetuseinfluencesmentalwellness"
"Google Scholar",NA,"An Integrated Framework for Antecedents and Consequences of Abusive Supervision; Test of Multilevel Model","N Fatima","N Fatima - 2018 - cust.edu.pk","2018","impression management",NA,"https://cust.edu.pk/static/uploads/2019/01/PhD-Thesis-Noureen-Fatima.pdf","anintegratedframeworkforantecedentsandconsequencesofabusivesupervisiontestofmultilevelmodel"
"Google Scholar",NA,"A series of meta-analytic tests of the depletion effect","EC Carter","EC Carter - 2013 - search.proquest.com","2013","impression management",NA,"https://search.proquest.com/openview/97a4849dd230a7a7ec42c12785b80461/1?pq-origsite=gscholar&cbl=18750","aseriesofmetaanalytictestsofthedepletioneffect"
"Google Scholar",NA,"Effect of social identity salience on healthy eating intentions and behaviour","KJ Banas","KJ Banas - 2015 - era.ed.ac.uk","2015","impression management",NA,"https://era.ed.ac.uk/handle/1842/15891","effectofsocialidentitysalienceonhealthyeatingintentionsandbehaviour"
"Google Scholar",NA,"An Appraisal Model of Criminal Decision Making","AC Murmann","AC Murmann - 2021 - bonndoc.ulb.uni-bonn.de","2021","impression management",NA,"https://bonndoc.ulb.uni-bonn.de/xmlui/handle/20.500.11811/8929","anappraisalmodelofcriminaldecisionmaking"
"Google Scholar",NA,"Procrastination as self-regulatory failure: Habitual avoidance and inhibitory control moderate the intention-behaviour relation for unpleasant tasks","J Paulitzki","J Paulitzki - 2010 - uwspace.uwaterloo.ca","2010","impression management",NA,"https://uwspace.uwaterloo.ca/handle/10012/5374","procrastinationasselfregulatoryfailurehabitualavoidanceandinhibitorycontrolmoderatetheintentionbehaviourrelationforunpleasanttasks"
"Google Scholar",NA,"Stopping Yourself from Cheating: The Role of Self-Regulation, Norms, and Identification in Infidelity","P Fernandez","P Fernandez - 2017 - search.proquest.com","2017","impression management",NA,"https://search.proquest.com/openview/5ffacd63b7fbcff816620ac43a9bad34/1?pq-origsite=gscholar&cbl=18750","stoppingyourselffromcheatingtheroleofselfregulationnormsandidentificationininfidelity"
"Google Scholar",NA,"How Does AA's 12 Steps and Membership of the Fellowship of Alcoholics Anonymous Work for Addressing Drinking Problems?","J Irving","J Irving - 2015 - search.proquest.com","2015","impression management",NA,"https://search.proquest.com/openview/6ff2783bcf8797490a344e9246a50b6b/1?pq-origsite=gscholar&cbl=51922","howdoesaasstepsandmembershipofthefellowshipofalcoholicsanonymousworkforaddressingdrinkingproblems"
"Google Scholar",NA,"Self-regulation and forgiveness for interpersonal offenses","LP Adams","LP Adams - 2010 - search.proquest.com","2010","impression management",NA,"https://search.proquest.com/openview/da9fb73995c8e55c0c00950250098305/1?pq-origsite=gscholar&cbl=18750","selfregulationandforgivenessforinterpersonaloffenses"
"Google Scholar",NA,"Fear-Induced Self-Control Depletion","I Melny","I Melny - 2013 - mediatum.ub.tum.de","2013","impression management",NA,"https://mediatum.ub.tum.de/1164713","fearinducedselfcontroldepletion"
"Google Scholar",NA,"The Consumer's Code of Virtue","SCY Lin","SCY Lin - 2017 - search.proquest.com","2017","impression management",NA,"https://search.proquest.com/openview/83d3841fc14fd84da768db9f3df9e6c7/1?pq-origsite=gscholar&cbl=18750&diss=y","theconsumerscodeofvirtue"
"Google Scholar",NA,"Predicting Romantic Interest during Early Relationship Development: A Preregistered Investigation using Machine Learning","P Eastwick, S Joel, DC Molden, E Finkel, K Carswell","P Eastwick, S Joel, DC Molden, E Finkel, K Carswell - 2021 - osf.io","2021","impression management",NA,"https://osf.io/preprints/sh7ja/","predictingromanticinterestduringearlyrelationshipdevelopmentapreregisteredinvestigationusingmachinelearning"
"Google Scholar",NA,"O impacto da (in) justiça na intenção de consumo de alimentos: uma análise de mediação pela autorregulação","VMC Macedo","VMC Macedo - 2020 - repositorio.iscte-iul.pt","2020","impression management",NA,"https://repositorio.iscte-iul.pt/handle/10071/21078","oimpactodainjustianaintenodeconsumodealimentosumaanlisedemediaopelaautorregulao"
"Google Scholar",NA,"Questões conceptuais e de operacionalização do autocontrolo","NA da Fonseca Teixeira","NA da Fonseca Teixeira - 2017 - repositorio-aberto.up.pt","2017","impression management",NA,"https://repositorio-aberto.up.pt/bitstream/10216/107591/2/215907.pdf","questesconceptuaisedeoperacionalizaodoautocontrolo"
"Google Scholar",NA,"Self-regulation over time: Resource depletion and learned industriousness","PD Converse","PD Converse - 2005 - search.proquest.com","2005","impression management",NA,"https://search.proquest.com/openview/c4e1e78dc0a1679b8c41c84d2f6cdcc5/1?pq-origsite=gscholar&cbl=18750&diss=y","selfregulationovertimeresourcedepletionandlearnedindustriousness"
"Google Scholar",NA,"Die ontwikkeling van'n forensies–sielkundige evalueringsmodel vir impulsmoorde","JF Truter","JF Truter - 2012 - repository.nwu.ac.za","2012","impression management",NA,"http://repository.nwu.ac.za/handle/10394/8213","dieontwikkelingvannforensiessielkundigeevalueringsmodelvirimpulsmoorde"
"Google Scholar",NA,"Auf der Suche nach Balance: Ego-Depletion und Ego-Repletion als Endpunkte eines Kontinuums motivationaler Orientierung","SM Ischebeck","SM Ischebeck - 2018 - elpub.bib.uni-wuppertal.de","2018","impression management",NA,"http://elpub.bib.uni-wuppertal.de/servlets/DocumentServlet?id=8411","aufdersuchenachbalanceegodepletionundegorepletionalsendpunkteeineskontinuumsmotivationalerorientierung"
"Google Scholar",NA,"Disentangling the relative influence of competing motivational response inclinations toward high-fat foods at implicit and explicit processing levels","M Newton","M Newton - 2009 - research-repository.uwa.edu.au","2009","impression management",NA,"https://research-repository.uwa.edu.au/files/3236118/Newton_melanie_2008.pdf","disentanglingtherelativeinfluenceofcompetingmotivationalresponseinclinationstowardhighfatfoodsatimplicitandexplicitprocessinglevels"
"Google Scholar",NA,"Effects of embarrassment and physiological reactivity on aggressive behavior","MT Fleming","MT Fleming - 2012 - search.proquest.com","2012","marlow-crown",NA,"https://search.proquest.com/openview/d902efd8d8fb64324242d268d7967ce8/1?pq-origsite=gscholar&cbl=18750","effectsofembarrassmentandphysiologicalreactivityonaggressivebehavior"
"Google Scholar",NA,"Inducing disbelief in free will alters brain correlates of preconscious motor preparation: The brain minds whether we believe in free will or not","D Rigoni, S Kühn, G Sartori…","D Rigoni, S Kühn, G Sartori… - Psychological science, 2011 - journals.sagepub.com","2011","marlow-crowne",NA,"https://journals.sagepub.com/doi/abs/10.1177/0956797611405680","inducingdisbeliefinfreewillaltersbraincorrelatesofpreconsciousmotorpreparationthebrainmindswhetherwebelieveinfreewillornot"
"Google Scholar",NA,"Reducing self-control by weakening belief in free will","D Rigoni, S Kühn, G Gaudino, G Sartori…","D Rigoni, S Kühn, G Gaudino, G Sartori… - Consciousness and …, 2012 - Elsevier","2012","marlow-crowne",NA,"https://www.sciencedirect.com/science/article/pii/S1053810012001171","reducingselfcontrolbyweakeningbeliefinfreewill"
"Google Scholar",NA,"Understanding the cognitive and genetic underpinnings of procrastination: Evidence for shared genetic influences with goal management and executive function …","DE Gustavson, A Miyake, JK Hewitt…","DE Gustavson, A Miyake, JK Hewitt… - Journal of Experimental …, 2015 - psycnet.apa.org","2015","marlow-crowne",NA,"https://psycnet.apa.org/doiLanding?doi=10.1037/xge0000110","understandingthecognitiveandgeneticunderpinningsofprocrastinationevidenceforsharedgeneticinfluenceswithgoalmanagementandexecutivefunction"
"Google Scholar",NA,"Predicting pornography use over time: Does self-reported “addiction” matter?","JB Grubbs, JA Wilt, JJ Exline, KI Pargament","JB Grubbs, JA Wilt, JJ Exline, KI Pargament - Addictive Behaviors, 2018 - Elsevier","2018","marlow-crowne",NA,"https://www.sciencedirect.com/science/article/pii/S0306460318300935","predictingpornographyuseovertimedoesselfreportedaddictionmatter"
"Google Scholar",NA,"Itsekontrolli ja hyvinvointi","T Kuittinen","T Kuittinen - 2009 - trepo.tuni.fi","2009","marlow-crowne",NA,"https://trepo.tuni.fi/handle/10024/80566","itsekontrollijahyvinvointi"
"Google Scholar",NA,"Investigating the cognitive underpinnings of procrastination: An intervention study and a longitudinal analysis","DE Gustavson","DE Gustavson - 2016 - search.proquest.com","2016","marlow-crowne",NA,"https://search.proquest.com/openview/d62bfc9d1c46e687c752c839d53eb28c/1?pq-origsite=gscholar&cbl=18750","investigatingthecognitiveunderpinningsofprocrastinationaninterventionstudyandalongitudinalanalysis"
"Google Scholar",NA,"Adaptive and Maladaptive Maximizing: Identifying the Correlates, Processes, and Outcomes of Maximizing in Decision-Making","J Hughes","J Hughes - 2018 - uwspace.uwaterloo.ca","2018","marlow-crowne",NA,"https://uwspace.uwaterloo.ca/handle/10012/12809","adaptiveandmaladaptivemaximizingidentifyingthecorrelatesprocessesandoutcomesofmaximizingindecisionmaking"
"Google Scholar",NA,"Signature strengths: Gender differences in creativity, persistence, prudence, gratitude, and hope","NB Mann","NB Mann - 2012 - search.proquest.com","2012","marlow-crowne",NA,"https://search.proquest.com/openview/07c3e79567225c568e4c5a1e24d2e8f8/1?pq-origsite=gscholar&cbl=18750","signaturestrengthsgenderdifferencesincreativitypersistenceprudencegratitudeandhope"
"Google Scholar",NA,"Psychology moment by moment: A guide to enhancing your clinical practice with mindfulness and meditation","EE Labbé","EE Labbé - 2011 - books.google.com","2011","marlow-crowne",NA,"https://books.google.com/books?hl=en&lr=&id=MWDMHaGgp2kC&oi=fnd&pg=PP3&dq=%22marlow-crowne%22&ots=wDg90coK3o&sig=RKZnuD-x4UPh63SarXjVg9YHTtU","psychologymomentbymomentaguidetoenhancingyourclinicalpracticewithmindfulnessandmeditation"
"Google Scholar",NA,"Trait Self-Control as a Predictor of Weight Loss and Treatment Adherence","JE Borushok","JE Borushok - 2014 - rave.ohiolink.edu","2014","marlowe-crown",NA,"https://rave.ohiolink.edu/etdc/view?acc_num=bgsu1395395124","traitselfcontrolasapredictorofweightlossandtreatmentadherence"
"Google Scholar",NA,"Young adults' perceptions of parental differential treatment: measurement and relations to psychological adjustment, attachment style, and close relationships.","LC Young","LC Young - 2011 - dspace.library.uvic.ca","2011","marlowe-crown",NA,"https://dspace.library.uvic.ca/handle/1828/3529","youngadultsperceptionsofparentaldifferentialtreatmentmeasurementandrelationstopsychologicaladjustmentattachmentstyleandcloserelationships"
"Google Scholar",NA,"Professionalism: self-control matters","PJ Hershberger, TW Zryd, MB Rodes, A Stolfi","PJ Hershberger, TW Zryd, MB Rodes, A Stolfi - Medical teacher, 2010 - Taylor & Francis","2010","marlowe-crowne",NA,"https://www.tandfonline.com/doi/abs/10.3109/01421590903199676","professionalismselfcontrolmatters"
"Google Scholar",NA,"Towards a Motivational Alternative to the Strength Model of Self-Control","D Lees","D Lees - 2016 - search.proquest.com","2016","marlowe-crowne",NA,"https://search.proquest.com/openview/9986679b2e2c70d75d1ee23be1505076/1?pq-origsite=gscholar&cbl=2026366","towardsamotivationalalternativetothestrengthmodelofselfcontrol"
"Google Scholar",NA,"Psychometric assessment of the short grit scale among Chinese adolescents","J Li, Y Zhao, F Kong, S Du, S Yang…","J Li, Y Zhao, F Kong, S Du, S Yang… - Journal of …, 2018 - journals.sagepub.com","2018","marlowe-crowne",NA,"https://journals.sagepub.com/doi/abs/10.1177/0734282916674858","psychometricassessmentoftheshortgritscaleamongchineseadolescents"
"Google Scholar",NA,"Grit and Self-Control as Predictors of First-Year Student Success","SB Stewart PhD","SB Stewart PhD - 2015 - digitalcommons.usm.maine.edu","2015","marlowe-crowne",NA,"https://digitalcommons.usm.maine.edu/etd/166/","gritandselfcontrolaspredictorsoffirstyearstudentsuccess"
"Google Scholar",NA,"Problem drinking and extradyadic sex in young adult romantic relationships","SM Graham, S Negash, NM Lambert…","SM Graham, S Negash, NM Lambert… - Journal of Social and …, 2016 - Guilford Press","2016","marlowe-crowne",NA,"https://guilfordjournals.com/doi/abs/10.1521/jscp.2016.35.2.152","problemdrinkingandextradyadicsexinyoungadultromanticrelationships"
"Google Scholar",NA,"The relationship between self-control and health: The mediating effect of avoidant coping","A Boals, MR Vandellen, JB Banks","A Boals, MR Vandellen, JB Banks - Psychology & health, 2011 - Taylor & Francis","2011","marlowe-crowne",NA,"https://www.tandfonline.com/doi/abs/10.1080/08870446.2010.529139","therelationshipbetweenselfcontrolandhealththemediatingeffectofavoidantcoping"
"Google Scholar",NA,"Hunger and reduced self-control in the laboratory and across the world: Reducing hunger as a self-control panacea","MT Gailliot","MT Gailliot - 2013 - scholarworks.sfasu.edu","2013","marlowe-crowne",NA,"https://scholarworks.sfasu.edu/psychology_facultypubs/9/","hungerandreducedselfcontrolinthelaboratoryandacrosstheworldreducinghungerasaselfcontrolpanacea"
"Google Scholar",NA,"Explaining the relationship between religiousness and substance use: self-control matters.","CN DeWall, RS Pond Jr, EC Carter…","CN DeWall, RS Pond Jr, EC Carter… - Journal of personality …, 2014 - psycnet.apa.org","2014","marlowe-crowne",NA,"https://psycnet.apa.org/record/2014-30504-006","explainingtherelationshipbetweenreligiousnessandsubstanceuseselfcontrolmatters"
"Google Scholar",NA,"Lay rationalism: Individual differences in using reason versus feelings to guide decisions","CK Hsee, Y Yang, X Zheng…","CK Hsee, Y Yang, X Zheng… - Journal of Marketing …, 2015 - journals.sagepub.com","2015","marlowe-crowne",NA,"https://journals.sagepub.com/doi/abs/10.1509/jmr.13.0532","layrationalismindividualdifferencesinusingreasonversusfeelingstoguidedecisions"
"Google Scholar",NA,"Relationship of Perceived Parenting Styles with Self-Control Capacity and Affective Self-Regulation Among Delinquent Adolescents","S Rezaei, S PourHadi, R Shabahang","S Rezaei, S PourHadi, R Shabahang - Caspian Journal of …, 2019 - cjns.gums.ac.ir","2019","marlowe-crowne",NA,"https://cjns.gums.ac.ir/browse.php?a_id=264&slc_lang=en&sid=1&ftxt=1&html=1","relationshipofperceivedparentingstyleswithselfcontrolcapacityandaffectiveselfregulationamongdelinquentadolescents"
"Google Scholar",NA,"Psychometric properties and correlates of the Polish version of the Self-Control Scale (SCS)","A Pilarska, RF Baumeister","A Pilarska, RF Baumeister - Polish Psychological Bulletin, 2018 - yadda.icm.edu.pl","2018","marlowe-crowne",NA,"https://yadda.icm.edu.pl/yadda/element/bwmeta1.element.oai-journals-pan-pl-103947/c/oai-journals-pan-pl-103947_full-text_PPB_201-18_2012_20Pilarska__20Baumeister.pdf","psychometricpropertiesandcorrelatesofthepolishversionoftheselfcontrolscalescs"
"Google Scholar",NA,"Multiple-goal management: An examination of simultaneous pursuit of a weight-loss goal with another goal","HC McKee, N Ntoumanis","HC McKee, N Ntoumanis - Journal of health psychology, 2014 - journals.sagepub.com","2014","marlowe-crowne",NA,"https://journals.sagepub.com/doi/abs/10.1177/1359105313485484","multiplegoalmanagementanexaminationofsimultaneouspursuitofaweightlossgoalwithanothergoal"
"Google Scholar",NA,"Effects of motivation and item difficulty on oculomotor and behavioral measures of deception","AK Webb","AK Webb - 2008 - converus.com","2008","marlowe-crowne",NA,"https://converus.com/wp-content/uploads/2020/10/Effects-of-Motivation-and-Item-Difficulty-on-Oculomotor.pdf","effectsofmotivationanditemdifficultyonoculomotorandbehavioralmeasuresofdeception"
"Google Scholar",NA,"Validating the voodoo doll task as a proxy for aggressive parenting behavior.","RJ McCarthy, JL Crouch, AR Basham…","RJ McCarthy, JL Crouch, AR Basham… - Psychology of …, 2016 - psycnet.apa.org","2016","marlowe-crowne",NA,"https://psycnet.apa.org/buy/2014-49432-001","validatingthevoodoodolltaskasaproxyforaggressiveparentingbehavior"
"Google Scholar",NA,"The MASC: A novel multidimensional measure of self-control.","A Papova, WR Corbin","A Papova, WR Corbin - Motivation Science, 2020 - psycnet.apa.org","2020","marlowe-crowne",NA,"https://psycnet.apa.org/record/2020-02046-001","themascanovelmultidimensionalmeasureofselfcontrol"
"Google Scholar",NA,"The role of religiosity in ethical decision-making: a study on Islam and the Malaysian workplace: a thesis presented in partial fulfilment of the requirements for the …","RB Sulaiman","RB Sulaiman - 2019 - mro-ns.massey.ac.nz","2019","marlowe-crowne",NA,"https://mro-ns.massey.ac.nz/handle/10179/14486","theroleofreligiosityinethicaldecisionmakingastudyonislamandthemalaysianworkplaceathesispresentedinpartialfulfilmentoftherequirementsforthe"
"Google Scholar",NA,"Effect of peer influence on unauthorized music downloading and sharing: The moderating role of self-construal","Z Yang, J Wang, M Mourali","Z Yang, J Wang, M Mourali - Journal of Business Research, 2015 - Elsevier","2015","marlowe-crowne",NA,"https://www.sciencedirect.com/science/article/pii/S014829631400294X","effectofpeerinfluenceonunauthorizedmusicdownloadingandsharingthemoderatingroleofselfconstrual"
"Google Scholar",NA,"Systematic Evaluation of Psychometric Characteristics of the Michigan Alcoholism Screening Test 13‐Item Short (SMAST) and 10‐Item Brief (BMAST) Versions","A Minnich, BT Erford, G Bardhoshi…","A Minnich, BT Erford, G Bardhoshi… - … of Counseling & …, 2019 - Wiley Online Library","2019","marlowe-crowne",NA,"https://onlinelibrary.wiley.com/doi/abs/10.1002/jcad.12231","systematicevaluationofpsychometriccharacteristicsofthemichiganalcoholismscreeningtestitemshortsmastanditembriefbmastversions"
"Google Scholar",NA,"Compensatory Health Beliefs Relate to Decision-Making Coherence and Health Patterns","BD Merillat, C González","BD Merillat, C González-Vallejo - The Ohio Journal of Science, 2019 - search.proquest.com","2019","marlowe-crowne",NA,"https://search.proquest.com/openview/f294b38f235e7c4cb2d12c023e7650b8/1?pq-origsite=gscholar&cbl=60399","compensatoryhealthbeliefsrelatetodecisionmakingcoherenceandhealthpatterns"
"Google Scholar",NA,"Confucian ideal personality traits (Junzi personality) and mental health: The serial mediating roles of self-control and authenticity","X GE, Y HOU","X GE, Y HOU - Acta Psychologica Sinica, 2021 - journal.psych.ac.cn","2021","marlowe-crowne",NA,"http://journal.psych.ac.cn/acps/EN/10.3724/SP.J.1041.2021.00374","confucianidealpersonalitytraitsjunzipersonalityandmentalhealththeserialmediatingrolesofselfcontrolandauthenticity"
"Google Scholar",NA,"Depression, loneliness and Internet addiction: How important is low self-control?","Y Özdemir, Y Kuzucu, Ş Ak","Y Özdemir, Y Kuzucu, Ş Ak - Computers in Human Behavior, 2014 - Elsevier","2014","marlowe-crowne",NA,"https://www.sciencedirect.com/science/article/pii/S0747563214000697","depressionlonelinessandinternetaddictionhowimportantislowselfcontrol"
"Google Scholar",NA,"Are media exposure and self-control related?","J House","J House - 2011 - scholar.archive.org","2011","marlowe-crowne",NA,"https://scholar.archive.org/work/pootumibyjg5djsfgia4ctiv6q/access/wayback/https://s3.ca-central-1.amazonaws.com/pstorage-ryerson-5010877717/28129131/House_Julian.pdf","aremediaexposureandselfcontrolrelated"
"Google Scholar",NA,"If you wrong us, shall we not revenge? Moderating roles of self-control and perceived aggressive work culture in predicting responses to psychological contract breach","SLD Restubog, TJ Zagenczyk, P Bordia…","SLD Restubog, TJ Zagenczyk, P Bordia… - Journal of …, 2015 - journals.sagepub.com","2015","marlowe-crowne",NA,"https://journals.sagepub.com/doi/abs/10.1177/0149206312443557","ifyouwrongusshallwenotrevengemoderatingrolesofselfcontrolandperceivedaggressiveworkcultureinpredictingresponsestopsychologicalcontractbreach"
"Google Scholar",NA,"Evaluating the dimensionality and psychometric properties of the brief self-control scale amongst chinese university students","S Fung, CYW Kong, Q Huang","S Fung, CYW Kong, Q Huang - Frontiers in psychology, 2020 - frontiersin.org","2020","marlowe-crowne",NA,"https://www.frontiersin.org/articles/10.3389/fpsyg.2019.02903/full","evaluatingthedimensionalityandpsychometricpropertiesofthebriefselfcontrolscaleamongstchineseuniversitystudents"
"Google Scholar",NA,"Inhibition tasks are not associated with self-regulation outcomes in healthy college students","CD Von Gunten, BD Bartholow, JS Martins","CD Von Gunten, BD Bartholow, JS Martins - 2019 - psyarxiv.com","2019","marlowe-crowne",NA,"https://psyarxiv.com/uwbdg/","inhibitiontasksarenotassociatedwithselfregulationoutcomesinhealthycollegestudents"
"Google Scholar",NA,"A study examining the relationship between willpower beliefs and helpseeking behaviour, and the moderating role of friendliness","YC Wiemer","YC Wiemer - 2019 - studenttheses.uu.nl","2019","marlowe-crowne",NA,"https://studenttheses.uu.nl/handle/20.500.12932/35870","astudyexaminingtherelationshipbetweenwillpowerbeliefsandhelpseekingbehaviourandthemoderatingroleoffriendliness"
"Google Scholar",NA,"Strengthening self-control by practicing inhibition and initiation","EK Davisson","EK Davisson - 2013 - search.proquest.com","2013","marlowe-crowne",NA,"https://search.proquest.com/openview/ed015156d3450af6b106870856ceccb7/1?pq-origsite=gscholar&cbl=18750","strengtheningselfcontrolbypracticinginhibitionandinitiation"
"Google Scholar",NA,"The Role of Religiosity in Ethical Decision-Making at the Workplace: Focus on Islam","R Sulaiman, P Toulson, D Brougham…","R Sulaiman, P Toulson, D Brougham… - Advanced Science …, 2017 - ingentaconnect.com","2017","marlowe-crowne",NA,"https://www.ingentaconnect.com/contentone/asp/asl/2017/00000023/00000009/art00062","theroleofreligiosityinethicaldecisionmakingattheworkplacefocusonislam"
"Google Scholar",NA,"Differential effects of social influence sources on self-reported music piracy","Z Yang, J Wang","Z Yang, J Wang - Decision Support Systems, 2015 - Elsevier","2015","marlowe-crowne",NA,"https://www.sciencedirect.com/science/article/pii/S0167923614002747","differentialeffectsofsocialinfluencesourcesonselfreportedmusicpiracy"
"Google Scholar",NA,"Self-controlled responses to COVID-19: Self-control and uncertainty predict responses to the COVID-19 pandemic","JE Rodriguez, HL Holmes, JL Alquist, L Uziel…","JE Rodriguez, HL Holmes, JL Alquist, L Uziel… - Current …, 2021 - Springer","2021","marlowe-crowne",NA,"https://link.springer.com/article/10.1007/s12144-021-02066-y","selfcontrolledresponsestocovidselfcontrolanduncertaintypredictresponsestothecovidpandemic"
"Google Scholar",NA,"Parental attachment and problematic smartphone use among Chinese young adults: A moderated mediation model of interpersonal adaptation and self-control","Y Zhang, D Tan, T Lei","Y Zhang, D Tan, T Lei - Journal of Adult Development, 2020 - Springer","2020","marlowe-crowne",NA,"https://link.springer.com/article/10.1007/s10804-019-09331-2","parentalattachmentandproblematicsmartphoneuseamongchineseyoungadultsamoderatedmediationmodelofinterpersonaladaptationandselfcontrol"
"Google Scholar",NA,"Technology-mediated self-regulation: an implication for preventing online gaming addiction","ZWY Lee, CMK Cheung, TKH Chan","ZWY Lee, CMK Cheung, TKH Chan - 2016 - core.ac.uk","2016","marlowe-crowne",NA,"https://core.ac.uk/download/pdf/301370208.pdf","technologymediatedselfregulationanimplicationforpreventingonlinegamingaddiction"
