position,title,result_id,publication_info,link,Authors,Year,google_scholar_url,page_number,keyword
10,Rethinking social desirability scales: From impression management to interpersonally oriented self-control,4zP45n2WwxMJ,"L Uziel - Perspectives on Psychological Science, 2010 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/1745691610369465,L Uziel,2010,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,1,marlowe-crowne
11,Perpetuation of sexual objectification: The role of resource depletion,S6qgkJIb9HsJ,"JM Tyler, RM Calogero… - British Journal of Social …, 2017 - Wiley Online Library",https://bpspsychub.onlinelibrary.wiley.com/doi/abs/10.1111/bjso.12157,"JM Tyler, RM Calogero…",2017,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,1,marlowe-crowne
12,The relationship between self-control and health: The mediating effect of avoidant coping,AJP4QBtfQ6MJ,"A Boals, MR Vandellen, JB Banks - Psychology & health, 2011 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/08870446.2010.529139,"A Boals, MR Vandellen, JB Banks",2011,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,1,marlowe-crowne
13,Struggling to be liked: The prospective effect of trait self‐control on social desirability and the moderating role of agreeableness,QCcF1GGHZRkJ,"O Stavrova, MD Kokkoris - International Journal of Psychology, 2019 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/ijop.12444,"O Stavrova, MD Kokkoris",2019,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,1,marlowe-crowne
14,Trait Self-Control as a Predictor of Weight Loss and Treatment Adherence,PWmmx5qn0H0J,JE Borushok - 2014 - rave.ohiolink.edu,https://rave.ohiolink.edu/etdc/view?acc_num=bgsu1395395124,JE Borushok,2014,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,1,marlowe-crowne
15,Hunger and reduced self-control in the laboratory and across the world: Reducing hunger as a self-control panacea,HXJgYoLZ_RMJ,MT Gailliot - 2013 - scholarworks.sfasu.edu,https://scholarworks.sfasu.edu/psychology_facultypubs/9/,MT Gailliot,2013,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,1,marlowe-crowne
16,Transgression as addiction: Religiosity and moral disapproval as predictors of perceived addiction to pornography,rfUInbBwUMgJ,"JB Grubbs, JJ Exline, KI Pargament, JN Hook… - Archives of Sexual …, 2015 - Springer",https://link.springer.com/article/10.1007/s10508-013-0257-z,"JB Grubbs, JJ Exline, KI Pargament, JN Hook…",2015,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,1,marlowe-crowne
17,Self-control relies on glucose as a limited energy source: willpower is more than a metaphor.,OpnizJfiC_UJ,"MT Gailliot, RF Baumeister, CN DeWall… - Journal of personality …, 2007 - psycnet.apa.org",https://psycnet.apa.org/record/2007-00654-010,"MT Gailliot, RF Baumeister, CN DeWall…",2007,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,1,marlowe-crowne
18,Inducing disbelief in free will alters brain correlates of preconscious motor preparation: The brain minds whether we believe in free will or not,YF7AX8sQLQwJ,"D Rigoni, S Kühn, G Sartori… - Psychological science, 2011 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/0956797611405680,"D Rigoni, S Kühn, G Sartori…",2011,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,1,marlowe-crowne
19,Are social desirability scales desirable? A meta‐analytic test of the validity of social desirability scales in the context of prosocial behavior,Z9AW3-sXWSoJ,"L Lanz, I Thielmann, FH Gerpott - Journal of personality, 2022 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/jopy.12662,"L Lanz, I Thielmann, FH Gerpott",2022,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,1,marlowe-crowne
0,Explaining the relationship between religiousness and substance use: self-control matters.,LpPzuIUBdbgJ,"CN DeWall, RS Pond Jr, EC Carter… - Journal of personality …, 2014 - psycnet.apa.org",https://psycnet.apa.org/record/2014-30504-006,"CN DeWall, RS Pond Jr, EC Carter…",2014,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
1,Lay rationalism: Individual differences in using reason versus feelings to guide decisions,xem86TFbb1EJ,"CK Hsee, Y Yang, X Zheng… - Journal of Marketing …, 2015 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1509/jmr.13.0532,"CK Hsee, Y Yang, X Zheng…",2015,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
2,Relationship of Perceived Parenting Styles with Self-Control Capacity and Affective Self-Regulation Among Delinquent Adolescents,j2aiqPbxwp8J,"S Rezaei, S PourHadi, R Shabahang - Caspian Journal of …, 2019 - cjns.gums.ac.ir",https://cjns.gums.ac.ir/browse.php?a_id=264&slc_lang=en&sid=1&ftxt=1&html=1,"S Rezaei, S PourHadi, R Shabahang",2019,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
3,Having Used Self-Control Reduces Emotion Regulation—Emotion Regulation as Relying on Interchangeably Used “Self-Control Energy”,CyDrmUAEQpIJ,"MT Gailliot, A Zell, RF Baumeister - Open Access Library Journal, 2014 - scirp.org",https://www.scirp.org/pdf/oalibj_2016032313410188.pdf,"MT Gailliot, A Zell, RF Baumeister",2014,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
4,Psychometric properties and correlates of the Polish version of the Self-Control Scale (SCS),2eC2DnaMmuIJ,"A Pilarska, RF Baumeister - Polish Psychological Bulletin, 2018 - yadda.icm.edu.pl",https://yadda.icm.edu.pl/yadda/element/bwmeta1.element.oai-journals-pan-pl-103947/c/oai-journals-pan-pl-103947_full-text_PPB_201-18_2012_20Pilarska__20Baumeister.pdf,"A Pilarska, RF Baumeister",2018,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
5,"Divine struggles: Links with body image concerns, binging, and compensatory behaviours around eating",7opqxBl93MYJ,"JJ Exline, SJ Homolka, VA Harriott - Mental Health, Religion & …, 2016 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/13674676.2015.1087977,"JJ Exline, SJ Homolka, VA Harriott",2016,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
6,Multiple-goal management: An examination of simultaneous pursuit of a weight-loss goal with another goal,7LrmllEcKYIJ,"HC McKee, N Ntoumanis - Journal of health psychology, 2014 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/1359105313485484,"HC McKee, N Ntoumanis",2014,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
7,Effects of motivation and item difficulty on oculomotor and behavioral measures of deception,0zQWCuyYAmQJ,AK Webb - 2008 - converus.com,https://converus.com/wp-content/uploads/2020/10/Effects-of-Motivation-and-Item-Difficulty-on-Oculomotor.pdf,AK Webb,2008,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
8,Validating the voodoo doll task as a proxy for aggressive parenting behavior.,Nk24lEWOt74J,"RJ McCarthy, JL Crouch, AR Basham… - Psychology of …, 2016 - psycnet.apa.org",https://psycnet.apa.org/buy/2014-49432-001,"RJ McCarthy, JL Crouch, AR Basham…",2016,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
9,The MASC: A novel multidimensional measure of self-control.,zeGpm5_ARXYJ,"A Papova, WR Corbin - Motivation Science, 2020 - psycnet.apa.org",https://psycnet.apa.org/record/2020-02046-001,"A Papova, WR Corbin",2020,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
10,The role of religiosity in ethical decision-making: a study on Islam and the Malaysian workplace: a thesis presented in partial fulfilment of the requirements for the …,GR1aIxQOhhsJ,RB Sulaiman - 2019 - mro-ns.massey.ac.nz,https://mro-ns.massey.ac.nz/handle/10179/14486,RB Sulaiman,2019,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
11,Effect of peer influence on unauthorized music downloading and sharing: The moderating role of self-construal,h-Q_M_YeSnYJ,"Z Yang, J Wang, M Mourali - Journal of Business Research, 2015 - Elsevier",https://www.sciencedirect.com/science/article/pii/S014829631400294X,"Z Yang, J Wang, M Mourali",2015,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
12,Systematic Evaluation of Psychometric Characteristics of the Michigan Alcoholism Screening Test 13‐Item Short (SMAST) and 10‐Item Brief (BMAST) Versions,IiTfLoKffsYJ,"A Minnich, BT Erford, G Bardhoshi… - … of Counseling & …, 2019 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/jcad.12231,"A Minnich, BT Erford, G Bardhoshi…",2019,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
13,Grit and self-control as predictors of first-year student success,KY68v_TgGGcJ,SB Stewart - 2015 - search.proquest.com,https://search.proquest.com/openview/152bc572d6317501e55d1e097230a4e1/1?pq-origsite=gscholar&cbl=18750,SB Stewart,2015,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
14,Reducing self-control by weakening belief in free will,4CNSLlKCSwoJ,"D Rigoni, S Kühn, G Gaudino, G Sartori… - Consciousness and …, 2012 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1053810012001171,"D Rigoni, S Kühn, G Gaudino, G Sartori…",2012,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
15,Compensatory Health Beliefs Relate to Decision-Making Coherence and Health Patterns,1xt6rsn9axoJ,"BD Merillat, C González-Vallejo - The Ohio Journal of Science, 2019 - search.proquest.com",https://search.proquest.com/openview/f294b38f235e7c4cb2d12c023e7650b8/1?pq-origsite=gscholar&cbl=60399,"BD Merillat, C González",2019,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
16,Confucian ideal personality traits (Junzi personality) and mental health: The serial mediating roles of self-control and authenticity,sKjR5EMHVhcJ,"X GE, Y HOU - Acta Psychologica Sinica, 2021 - journal.psych.ac.cn",http://journal.psych.ac.cn/acps/EN/10.3724/SP.J.1041.2021.00374,"X GE, Y HOU",2021,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
17,"Depression, loneliness and Internet addiction: How important is low self-control?",w2bPzkc8OzQJ,"Y Özdemir, Y Kuzucu, Ş Ak - Computers in Human Behavior, 2014 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0747563214000697,"Y Özdemir, Y Kuzucu, Ş Ak",2014,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
18,Are media exposure and self-control related?,G2kaIUlopnIJ,J House - 2011 - scholar.archive.org,https://scholar.archive.org/work/pootumibyjg5djsfgia4ctiv6q/access/wayback/https://s3.ca-central-1.amazonaws.com/pstorage-ryerson-5010877717/28129131/House_Julian.pdf,J House,2011,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
19,"If you wrong us, shall we not revenge? Moderating roles of self-control and perceived aggressive work culture in predicting responses to psychological contract breach",miUDx8otjUwJ,"SLD Restubog, TJ Zagenczyk, P Bordia… - Journal of …, 2015 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/0149206312443557,"SLD Restubog, TJ Zagenczyk, P Bordia…",2015,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,2,marlowe-crowne
0,Evaluating the dimensionality and psychometric properties of the brief self-control scale amongst chinese university students,-bzkzc4UcIYJ,"S Fung, CYW Kong, Q Huang - Frontiers in psychology, 2020 - frontiersin.org",https://www.frontiersin.org/articles/10.3389/fpsyg.2019.02903/full,"S Fung, CYW Kong, Q Huang",2020,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
1,Inhibition tasks are not associated with self-regulation outcomes in healthy college students,LnNcUlNu_AUJ,"CD Von Gunten, BD Bartholow, JS Martins - 2019 - psyarxiv.com",https://psyarxiv.com/uwbdg/,"CD Von Gunten, BD Bartholow, JS Martins",2019,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
2,"A study examining the relationship between willpower beliefs and helpseeking behaviour, and the moderating role of friendliness",DVMwyTwk2wkJ,YC Wiemer - 2019 - studenttheses.uu.nl,https://studenttheses.uu.nl/handle/20.500.12932/35870,YC Wiemer,2019,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
3,Strengthening self-control by practicing inhibition and initiation,OD96ZN9lzkoJ,EK Davisson - 2013 - search.proquest.com,https://search.proquest.com/openview/ed015156d3450af6b106870856ceccb7/1?pq-origsite=gscholar&cbl=18750,EK Davisson,2013,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
4,The Role of Religiosity in Ethical Decision-Making at the Workplace: Focus on Islam,hn5IGjNt8okJ,"R Sulaiman, P Toulson, D Brougham… - Advanced Science …, 2017 - ingentaconnect.com",https://www.ingentaconnect.com/contentone/asp/asl/2017/00000023/00000009/art00062,"R Sulaiman, P Toulson, D Brougham…",2017,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
5,Differential effects of social influence sources on self-reported music piracy,rELQRCnxIv4J,"Z Yang, J Wang - Decision Support Systems, 2015 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0167923614002747,"Z Yang, J Wang",2015,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
6,Self-controlled responses to COVID-19: Self-control and uncertainty predict responses to the COVID-19 pandemic,4SKTdvEBz3AJ,"JE Rodriguez, HL Holmes, JL Alquist, L Uziel… - Current …, 2021 - Springer",https://link.springer.com/article/10.1007/s12144-021-02066-y,"JE Rodriguez, HL Holmes, JL Alquist, L Uziel…",2021,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
7,Parental attachment and problematic smartphone use among Chinese young adults: A moderated mediation model of interpersonal adaptation and self-control,-jUppLNsgcMJ,"Y Zhang, D Tan, T Lei - Journal of Adult Development, 2020 - Springer",https://link.springer.com/article/10.1007/s10804-019-09331-2,"Y Zhang, D Tan, T Lei",2020,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
8,Technology-mediated self-regulation: an implication for preventing online gaming addiction,_GbWnuHGUqAJ,"ZWY Lee, CMK Cheung, TKH Chan - 2016 - core.ac.uk",https://core.ac.uk/download/pdf/301370208.pdf,"ZWY Lee, CMK Cheung, TKH Chan",2016,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
9,Predicting pornography use over time: Does self-reported “addiction” matter?,gdFeaLWx0uUJ,"JB Grubbs, JA Wilt, JJ Exline, KI Pargament - Addictive Behaviors, 2018 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0306460318300935,"JB Grubbs, JA Wilt, JJ Exline, KI Pargament",2018,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
10,Inhibition tasks are not associated with a variety of behaviours in college students,BWFeD8gnrtsJ,"CD Gunten, BD Bartholow… - European journal of …, 2020 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1002/per.2250,"CD Gunten, BD Bartholow…",2020,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
11,Positive disposition in the prediction of strategic independence among millennials,SDJhRDByLucJ,"R Konopaske, EG Kirby, SL Kirby - Administrative Sciences, 2017 - mdpi.com",https://www.mdpi.com/239108,"R Konopaske, EG Kirby, SL Kirby",2017,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
12,NARCISSISM VERSUS MACHIAVELLIANISM AND THE ROLE OF SELF CONTROL TOWARDS SOCIAL DESIRABILITY.,IdsiXTtsao8J,"PB GALA, RS CHAUHAN, RA KING - Marketing Management …, 2020 - academia.edu",https://www.academia.edu/download/64794519/MMJ2.pdf,"PB GALA, RS CHAUHAN, RA KING",2020,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
13,"Biases in Leadership Perception: The Role of Implicit Leadership Theories, Attachment Style, Attentional Capacity, and Accuracy Motivation",4GtfFYQF3AsJ,L FOX - 2018 - etheses.dur.ac.uk,http://etheses.dur.ac.uk/12569/1/PhD_Thesis_Lena_Fox_born_Staudigl__final.pdf,L FOX,2018,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
14,"Characterizing the role of impulsivity in costly, reactive aggression using a novel paradigm",PBVzFtSItFEJ,"KL Meidenbauer, KW Choe, A Bakkour, M Inzlicht… - 2021 - psyarxiv.com",https://psyarxiv.com/kw3by/,"KL Meidenbauer, KW Choe, A Bakkour, M Inzlicht…",2021,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
15,How self-control influences Thai women's aggression: The moderating role of moral disengagement,Ifs01VcysVIJ,"C Thummanond, K Maneesri - Kasetsart Journal of Social …, 2020 - so04.tci-thaijo.org",https://so04.tci-thaijo.org/index.php/kjss/article/view/247522,"C Thummanond, K Maneesri",,https://scholar.google.com/scholar?q=%22marlowe-crowne%22&cites=6099775482241657013&hl=en&start=100&num=21&as_ylo=2004&as_yhi=2022&as_sdt=2005&as_vis=1&scipsc=1,3,marlowe-crowne
