Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"How do people adhere to goals when willpower is low? The profits (and pitfalls) of strong habits.","Neal, David T.; Wood, Wendy; Drolet, Aimee","Journal of Personality and Social Psychology",="00223514",,="20130601","104","6","959","17","2013-18890-001","10.1037/a0032626","American Psychological Association","Journal Article","Ego; Goal Setting; Habits; Self-Control; Adulthood (18 yrs & older); Male; Female",,"Across 5 studies, we tested whether habits can improve (as well as derail) goal pursuit when people have limited willpower. Habits are repeated responses automatically triggered by cues in the performance context. Because the impetus for responding is outsourced to contextual cues, habit performance does not depend on the finite self-control resources required for more deliberative actions. When these resources are limited, people are unable to deliberatively choose or inhibit responses, and they become locked into repeating their habits. Thus, depletion increases habit performance. Furthermore, because the habit-cuing mechanism is blind to people’s current goals, depletion should boost the performance of both desirable and undesirable habits. This habit boost effect emerged consistently across experiments in the field (Studies 1–2) and in the laboratory (Studies 3–4), as well as in a correlational study using a trait measure of self-control (Study 5). Given that many of people’s habits in daily life are congruent with their goals, habit processes can improve goal adherence when self-control is low. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2013-18890-001&site=ehost-live&scope=site"
"Identified ambivalence: When cognitive conflicts can help individuals overcome cognitive traps.","Guarana, Cristiano L.; Hernandez, Morela","Journal of Applied Psychology",="00219010",,="20160701","101","7","1013","17","2016-11918-001","10.1037/apl0000105","American Psychological Association","Journal Article","Ambivalence; Awareness; Decision Making; Contextual Cues; Adulthood (18 yrs & older); Male; Female",,"In this article we investigate the functional effects of ambivalence on decision-making processes. We build on the misattribution literature and recent work on ambivalence to propose that individuals who properly identify the causes of their ambivalence (i.e., identified ambivalence) can systematically process relevant situational cues to make more effective decisions. The results of 4 studies demonstrate that individuals experiencing identified ambivalence are less influenced by cognitive biases (i.e., the framing effect, availability bias, and conjunction bias) than individuals experiencing no ambivalence or felt ambivalence. Notably, we find that contextual awareness accounts for the effect of identified ambivalence on decision effectiveness. We then investigate the role of trait self-control as a specific contingency in our model; our results indicate that identified ambivalence leads to effective decisions when individuals are low in trait self-control. Taken together, we advance theory and offer robust, consistent empirical evidence that explains why and how ambivalence can result in functional outcomes. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2016-11918-001&site=ehost-live&scope=site"
"If you are able to control yourself, I will trust you: The role of perceived self-control in interpersonal trust.","Righetti, Francesca; Finkenauer, Catrin","Journal of Personality and Social Psychology",="00223514",,="20110501","100","5","874","13","2011-02568-001","10.1037/a0021827","American Psychological Association","Journal Article","Self-Control; Social Perception; Trust (Social Behavior); Interpersonal Relationships; Judgment; Adulthood (18 yrs & older); Male; Female",,"The present research tested the hypothesis that perception of others' self-control is an indicator of their trustworthiness. The authors investigated whether, in interactions between strangers as well as in established relationships, people detect another person's self-control, and whether this perception of self-control, in turn, affects trust. Results of 4 experiments supported these hypotheses. The first 2 experiments revealed that participants detected another person's trait of self-control. Experiments 3 and 4 revealed that participants also detected the temporary depletion of another person's self-control. Confirming the authors' predictions, perceived trait and state self-control, in turn, influenced people's judgment of the other person's trustworthiness. In line with previous research, these findings support the positive value of self-control for relationships and highlight the role of perceived self-control for the development of a fundamental relationship factor: trust. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2011-02568-001&site=ehost-live&scope=site"
"Implicit theories about willpower in resisting temptations and emotion control.","Bernecker, Katharina; Job, Veronika","Zeitschrift für Psychologie",="21908370",,="20170101","225","2","157","10","2017-32913-008","10.1027/2151-2604/a000292","Hogrefe Publishing","Journal Article","Emotional Control; Self-Control; Temptation; Theories; Ego; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Male; Female",,"Previous research suggests that people’s implicit theories about willpower affect continuous self-control performance in the domain of strenuous mental activities. The present research expands these findings to two further domains of self-control: resisting temptations and emotion control. In Study 1, participants were either led to resist a temptation or not. Participants who believed that willpower gets depleted by resistance to temptations (limited-resource theory) performed significantly worse in a subsequent Stroop task compared to participants who believed that resisting temptations activates their willpower (nonlimited-resource theory). In Study 2, participants controlled their emotions during a funny video or were allowed to express them. Participants who believed that controlling emotions depletes willpower performed worse in a subsequent persistence task than those who believed that controlling emotions activates willpower. Results suggest that implicit theories about willpower are domain specific and sensitive to the domain of the initial self-control task rather than that of the subsequent self-control task. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2017-32913-008&site=ehost-live&scope=site"
"Implicit theories about willpower predict the activation of a rest goal following self-control exertion.","Job, Veronika; Bernecker, Katharina; Miketta, Stefanie; Friese, Malte","Journal of Personality and Social Psychology",="00223514",,="20151001","109","4","694","13","2015-26617-001","10.1037/pspp0000042","American Psychological Association","Journal Article","Ego; Goals; Motivation; Self-Control; Theories; Adulthood (18 yrs & older); Male; Female",,"Past research indicates that peoples’ implicit theories about the nature of willpower moderate the ego-depletion effect. Only people who believe or were led to believe that willpower is a limited resource (limited-resource theory) showed lower self-control performance after an initial demanding task. As of yet, the underlying processes explaining this moderating effect by theories about willpower remain unknown. Here, we propose that the exertion of self-control activates the goal to preserve and replenish mental resources (rest goal) in people with a limited-resource theory. Five studies tested this hypothesis. In Study 1, individual differences in implicit theories about willpower predicted increased accessibility of a rest goal after self-control exertion. Furthermore, measured (Study 2) and manipulated (Study 3) willpower theories predicted an increased preference for rest-conducive objects. Finally, Studies 4 and 5 provide evidence that theories about willpower predict actual resting behavior: In Study 4, participants who held a limited-resource theory took a longer break following self-control exertion than participants with a nonlimited-resource theory. Longer resting time predicted decreased rest goal accessibility afterward. In Study 5, participants with an induced limited-resource theory sat longer on chairs in an ostensible product-testing task when they had engaged in a task requiring self-control beforehand. This research provides consistent support for a motivational shift toward rest after self-control exertion in people holding a limited-resource theory about willpower. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2015-26617-001&site=ehost-live&scope=site"
"Intergenerational transmission of self-regulation: A multidisciplinary review and integrative conceptual framework.","Bridgett, David J.; Burt, Nicole M.; Edwards, Erin S.; Deater-Deckard, Kirby","Psychological Bulletin",="00332909",,="20150501","141","3","602","53","2015-18558-001","10.1037/a0038662","American Psychological Association","Journal Article","Cognitive Ability; Self-Control; Self-Regulation; Transgenerational Patterns; Emotional Regulation; Genetics; Impulsiveness",,"This review examines mechanisms contributing to the intergenerational transmission of self-regulation. To provide an integrated account of how self-regulation is transmitted across generations, we draw from over 75 years of accumulated evidence, spanning case studies to experimental approaches, in literatures covering developmental, social, and clinical psychology, and criminology, physiology, genetics, and human and animal neuroscience (among others). First, we present a taxonomy of what self-regulation is and then examine how it develops—overviews that guide the main foci of the review. Next, studies supporting an association between parent and child self-regulation are reviewed. Subsequently, literature that considers potential social mechanisms of transmission, specifically parenting behavior, interparental (i.e., marital) relationship behaviors, and broader rearing influences (e.g., household chaos) is considered. Finally, evidence that prenatal programming may be the starting point of the intergenerational transmission of self-regulation is covered, along with key findings from the behavioral and molecular genetics literatures. To integrate these literatures, we introduce the self-regulation intergenerational transmission model, a framework that brings together prenatal, social/contextual, and neurobiological mechanisms (spanning endocrine, neural, and genetic levels, including gene-environment interplay and epigenetic processes) to explain the intergenerational transmission of self-regulation. This model also incorporates potential transactional processes between generations (e.g., children’s self-regulation and parent–child interaction dynamics that may affect parents’ self-regulation) that further influence intergenerational processes. In pointing the way forward, we note key future directions and ways to address limitations in existing work throughout the review and in closing. We also conclude by noting several implications for intervention work. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2015-18558-001&site=ehost-live&scope=site"
"Managing motivational conflict: How self-esteem and executive resources influence self-regulatory responses to risk.","Cavallo, Justin V.; Holmes, John G.; Fitzsimons, Gráinne M.; Murray, Sandra L.; Wood, Joanne V.","Journal of Personality and Social Psychology",="00223514",,="20120901","103","3","430","22","2012-14752-001","10.1037/a0028821","American Psychological Association","Journal Article","Risk Taking; Self-Esteem; Self-Regulation; Cognitive Control; Conflict; Motivation; Adulthood (18 yrs & older); Male; Female",,"This article explores how self-esteem and executive resources interact to determine responses to motivational conflict. One correlational and 3 experimental studies investigated the hypothesis that high and low self-esteem people undertake different self-regulatory strategies in 'risky' situations that afford opportunity to pursue competing goals and that carrying out these strategies requires executive resources. When such resources are available, high self-esteem people respond to risk by prioritizing and pursuing approach goals, whereas low self-esteem people prioritize avoidance goals. However, self-esteem does not influence responses to risk when executive resources are impaired. In these studies, risk was operationalized by exposing participants to a relationship threat (Studies 1 and 2), by using participants' self-reported marital conflict (Study 3), and by threatening academic competence (Study 4). Executive resources were operationalized as cognitive load (Studies 1 and 2), working memory capacity (Study 3), and resource depletion (Study 4). When executive resources were ample, high self-esteem people responded to interpersonal risk by making more positive relationship evaluations (Studies 1, 2, and 3) and making more risky social comparisons following a personal failure (Study 4) than did low self-esteem people. Self-esteem did not predict participants' responses when executive resources were impaired or when risk was absent. The regulatory function of self-esteem may be more resource-dependent than has been previously theorized. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2012-14752-001&site=ehost-live&scope=site"
"Matters of the variable heart: Respiratory sinus arrhythmia response to marital interaction and associations with marital quality.","Smith, Timothy W.; Cribbet, Matthew R.; Nealey-Moore, Jill B.; Uchino, Bert N.; Williams, Paula G.; MacKenzie, Justin; Thayer, Julian F.","Journal of Personality and Social Psychology",="00223514",,="20110101","100","1","103","17","2010-21677-001","10.1037/a0021136","American Psychological Association","Journal Article","Arrhythmias (Heart); Emotional Regulation; Interpersonal Interaction; Marital Relations; Self-Regulation; Heart Rate; Marital Conflict; Relationship Quality; Social Behavior; Heart Rate Variability; Adulthood (18 yrs & older); Male; Female",,"Maintenance of relationship quality requires self-regulation of emotion and social behavior, and women often display greater effort in this regard than do men. Furthermore, such efforts can deplete the limited capacity for self-regulation. In recent models of self-regulation, resting level of respiratory sinus arrhythmia, quantified as high-frequency heart rate variability (HF-HRV), is an indicator of self-regulatory capacity, whereas transient increases in HF-HRV reflect self-regulatory effort. To test these hypotheses in marriage, 114 young couples completed measures of marital quality and a positive, neutral, or negative initial marital task, preceded and followed by resting baseline assessments of HF-HRV. Couples then discussed a current marital disagreement. Resting HF-HRV was correlated with marital quality, suggesting that capacity for self-regulation is associated with adaptive functioning in close relationships. For women but not men, the negative initial task produced a decrease in resting HF-HRV. This effect was mediated by the husbands' negative affect response to the task and their ratings of wives as controlling and directive. When the subsequent disagreement discussion followed the negative initial task, women displayed increased HF-HRV during the discussion but a decrease when it followed the neutral or positive task. The valence of the initial task had no effect on men's HF-HRV during disagreement. Negative marital interactions can reduce women's resting HF-HRV, with potentially adverse health consequences. Women's reduced health benefit from marriage might reflect the depleting effects on self-regulatory capacity of their greater efforts to manage relationship quality. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2010-21677-001&site=ehost-live&scope=site"
"Money, depletion, and prosociality in the dictator game.","Achtziger, Anja; Alós-Ferrer, Carlos; Wagner, Alexander K.","Journal of Neuroscience, Psychology, and Economics",="1937321X",,="20150301","8","1","1","14","2014-57723-001","10.1037/npe0000031","Educational Publishing Foundation","Journal Article","Prosocial Behavior; Self-Control; Dual Process Models; Ego; Money; Resource Allocation; Selfishness; Adulthood (18 yrs & older); Male; Female",,"We study the effects of ego depletion, a manipulation which consumes self-control resources, on social preferences in a dictator game. Depleted dictators give considerably less than nondepleted dictators and hence exhibit strong preferences for selfish allocation. In contrast to earlier studies, participants were explicitly paid for completing the ego-depletion task (with either a flat rate or strictly performance-based payment). We studied the dynamics of decisions by repeating the dictator game 12 times (anonymously). Depleted dictators start with much lower offers than nondepleted ones, but, strikingly, offers decrease in time for both groups, and more rapidly so for nondepleted dictators. We conclude that, whereas depleted dictators neglect fairness motives from the very first decision on, nondepleted dictators initially resist the tendency to act selfishly, but eventually become depleted or learn to act selfishly. Hence, pro-social behavior may be short-lived, and ego depletion uncovers the default tendencies for selfishness earlier. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2014-57723-001&site=ehost-live&scope=site"
"Moral character in the workplace.","Cohen, Taya R.; Panter, A. T.; Turan, Nazlı; Morse, Lily; Kim, Yeonjeong","Journal of Personality and Social Psychology",="00223514",,="20141101","107","5","943","21","2014-34008-001","10.1037/a0037245","American Psychological Association","Journal Article","Employee Characteristics; Morality; Adulthood (18 yrs & older); Male; Female",,"Using two 3-month diary studies and a large cross-sectional survey, we identified distinguishing features of adults with low versus high levels of moral character. Adults with high levels of moral character tend to: consider the needs and interests of others and how their actions affect other people (e.g., they have high levels of Honesty-Humility, empathic concern, guilt proneness); regulate their behavior effectively, specifically with reference to behaviors that have positive short-term consequences but negative long-term consequences (e.g., they have high levels of Conscientiousness, self-control, consideration of future consequences); and value being moral (e.g., they have high levels of moral identity-internalization). Cognitive moral development, Emotionality, and social value orientation were found to be relatively undiagnostic of moral character. Studies 1 and 2 revealed that employees with low moral character committed harmful work behaviors more frequently and helpful work behaviors less frequently than did employees with high moral character, according to their own admissions and coworkers’ observations. Study 3 revealed that adults with low moral character committed more delinquent behavior and had more lenient attitudes toward unethical negotiation tactics than did adults with high moral character. By showing that individual differences have consistent, meaningful effects on employees’ behaviors, after controlling for demographic variables (e.g., gender, age, income) and basic attributes of the work setting (e.g., enforcement of an ethics code), our results contest situationist perspectives that deemphasize the importance of personality. Moral people can be identified by self-reports in surveys, and these self-reports predict consequential behaviors months after the initial assessment. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2014-34008-001&site=ehost-live&scope=site"
"Out of control: A self-control perspective on the link between surface acting and abusive supervision.","Yam, Kai Chi; Fehr, Ryan; Keng-Highberger, Fong T.; Klotz, Anthony C.; Reynolds, Scott J.","Journal of Applied Psychology",="00219010",,="20160201","101","2","292","10","2015-33098-001","10.1037/apl0000043","American Psychological Association","Journal Article","Abuse of Power; Leadership; Leadership Qualities; Professional Supervision; Self-Control; Ego; Adulthood (18 yrs & older); Male; Female",,"In this study, we examined how leaders’ customer interactions influence their tendency to abuse their followers. Specifically, we drew from ego-depletion theory to suggest that surface acting during customer interactions depletes leaders of their self-control resources, resulting in elevated levels of abusive supervision. Furthermore, we hypothesized that the effect of surface acting on abusive supervision is moderated by leaders’ trait self-control, such that leaders with high trait self-control will be less affected by the depleting effects of surface acting than their peers. Results from a multiwave, multisource leader–follower dyad study in the service and sales industries provided support for our hypotheses. This research contributes to several literatures, particularly to an emerging area of study—the antecedents of leaders’ abusive behaviors. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2015-33098-001&site=ehost-live&scope=site"
"Passionate thinkers feel better: Self-control capacity as mediator of the relationship between need for cognition and affective adjustment.","Bertrams, Alex; Dickhäuser, Oliver","Journal of Individual Differences",="16140001",,="20120101","33","2","69","7","2012-03639-001","10.1027/1614-0001/a000081","Hogrefe Publishing","Journal Article","Emotional Adjustment; Need for Cognition; Self-Control; Self-Esteem; Self-Regulation; College Students; Major Depression; Adulthood (18 yrs & older); Male; Female",,"The present study tested a possible explanation for the positive relationship between the motivation to engage in cognitive endeavors (need for cognition, NFC) and indicators of affective adjustment (e.g., higher self-esteem, lower depression) that has been demonstrated in previous studies. We suggest that dispositional self-control capacity mediates this relationship, since NFC has been found to be related to self-control capacity, and self-control capacity is crucial for adjustment. NFC, dispositional self-control capacity, self-esteem, habitual depressive mood, and tendency to respond in a socially desirable manner were measured among 150 university students via self-report. Regression analyses and Sobel tests revealed that self-control capacity was a potential mediator of the positive relationship between NFC and affective adjustment. The findings were robust in terms of social desirability. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2012-03639-001&site=ehost-live&scope=site"
"Personality and prosocial behavior: A theoretical framework and meta-analysis.","Thielmann, Isabel; Spadaro, Giuliana; Balliet, Daniel","Psychological Bulletin",="00332909",,="20200101","146","1","30","61","2019-77920-001","10.1037/bul0000217","American Psychological Association","Journal Article","Cooperation; Games; Individual Differences; Prosocial Behavior; Interdependence; Personality Traits; Personality; Social Interaction",,"Decades of research document individual differences in prosocial behavior using controlled experiments that model social interactions in situations of interdependence. However, theoretical and empirical integration of the vast literature on the predictive validity of personality traits to account for these individual differences is missing. Here, we present a theoretical framework that identifies 4 broad situational affordances across interdependent situations (i.e., exploitation, reciprocity, temporal conflict, and dependence under uncertainty) and more specific subaffordances within certain types of interdependent situations (e.g., possibility to increase equality in outcomes) that can determine when, which, and how personality traits should be expressed in prosocial behavior. To test this framework, we meta-analyzed 770 studies reporting on 3,523 effects of 8 broad and 43 narrow personality traits on prosocial behavior in interdependent situations modeled in 6 commonly studied economic games (Dictator Game, Ultimatum Game, Trust Game, Prisoner’s Dilemma, Public Goods Game, and Commons Dilemma). Overall, meta-analytic correlations ranged between −.18 ≤ ρ̂ ≤ .26, and most traits yielding a significant relation to prosocial behavior had conceptual links to the affordances provided in interdependent situations, most prominently the possibility for exploitation. Moreover, for several traits, correlations within games followed the predicted pattern derived from a theoretical analysis of affordances. On the level of traits, we found that narrow and broad traits alike can account for prosocial behavior, informing the bandwidth-fidelity problem. In sum, the meta-analysis provides a theoretical foundation that can guide future research on prosocial behavior and advance our understanding of individual differences in human prosociality. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2019-77920-001&site=ehost-live&scope=site"
"Police managers’ self-control and support for organizational justice.","Wolfe, Scott E.; Nix, Justin; Campbell, Bradley A.","Law and Human Behavior",="01477307",,="20180201","42","1","71","12","2018-06405-003","10.1037/lhb0000273","Educational Publishing Foundation","Journal Article","Justice; Management Personnel; Organizational Climate; Police Personnel; Self-Control; Job Satisfaction; Organizational Objectives; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Aged (65 yrs & older); Male; Female",,"Recent policing research has identified a positive relationship between line-level officers’ perceptions of organizational justice and their adherence to agency goals and job satisfaction. However, we have little understanding of the factors that are related to police managers’ support for organizational justice when interacting with employees. We collected survey data from a sample of U.S. command-level officers (N = 211) who attended a training program in a southern state to address this gap in the literature. The anonymous survey was administered in-person to participating command-level police officers prior to their training program. Our multivariate regression analysis revealed that police managers who reported higher levels of self-control were more supportive of organizational justice (b = .26, p < .01). Additionally, police managers who reported higher quality relationships with their colleagues expressed greater support for organizational justice (b = .02, p = .02). Respondents’ self-legitimacy was not significantly associated with their support for organizational justice. This study contributes to the organizational justice literature by presenting the first analysis that links police commanders’ self-control to support for organizational justice within their management practices. The findings help pinpoint the types of individuals who may be best equipped to be fair police managers. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2018-06405-003&site=ehost-live&scope=site"
"Religion, self-regulation, and self-control: Associations, explanations, and implications.","McCullough, Michael E.; Willoughby, Brian L. B.","Psychological Bulletin",="00332909",,="20090101","135","1","69","25","2008-18777-008","10.1037/a0014213","American Psychological Association","Journal Article","Motivation; Personality; Religion; Self-Control; Self-Regulation; Health; Self-Monitoring",,"Many of the links of religiousness with health, well-being, and social behavior may be due to religion's influences on self-control or self-regulation. Using Carver and Scheier's (1998) theory of self-regulation as a framework for organizing the empirical research, the authors review evidence relevant to 6 propositions: (a) that religion can promote self-control; (b) that religion influences how goals are selected, pursued, and organized; (c) that religion facilitates self-monitoring; (d) that religion fosters the development of self-regulatory strength; (e) that religion prescribes and fosters proficiency in a suite of self-regulatory behaviors; and (f) that some of religion's influences on health, well-being, and social behavior may result from religion's influences on self-control and self-regulation. The authors conclude with suggestions for future research. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2008-18777-008&site=ehost-live&scope=site"
"Religiosity and self-control: When the going gets tough, the religious get self-regulating.","Watterson, Kaylyn; Giesler, R. Brian","Psychology of Religion and Spirituality",="19411022",,="20120801","4","3","193","13","2012-13109-001","10.1037/a0027644","Educational Publishing Foundation","Journal Article","Religiosity; Self-Control; Self-Regulation; Experimental Design; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Male; Female",,"Prior research has indicated that religiosity and ability to self-regulate are positively associated, but this relationship has yet to be addressed experimentally. To investigate whether and under what conditions higher religiosity may be associated with greater self-regulation, 75 participants either high (n = 38) or low (n = 37) in level of religiosity undertook a difficult and frustrating task requiring self-control (i.e., an unsolvable anagrams task). Before doing so, half of the participants performed a self-regulatory resource depleting task, whereas the other half proceeded directly to the difficult anagrams task. Time spent persisting on the anagrams task constituted the study's primary dependent variable. Level of religiosity interacted with level of self-regulatory resources such that when participants had not been depleted, level of religiosity was unrelated to task persistence. However, when participants' self-regulatory resources had first been depleted, participants high in religiosity persisted significantly longer on the anagrams task compared with participants low in religiosity, an effect that remained significant even after controlling for potential confounds. This research suggests highly religious individuals possess greater self-regulatory ability, particularly under circumstances of reduced self-regulatory resources. Greater self-regulatory ability, in turn, may help explain the health benefits that religious individuals often enjoy. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2012-13109-001&site=ehost-live&scope=site"
"Role of self-control strength in the relation between anxiety and cognitive performance.","Bertrams, Alex; Englert, Chris; Dickhäuser, Oliver; Baumeister, Roy F.","Emotion",="15283542",,="20130801","13","4","668","13","2013-10203-001","10.1037/a0031921","American Psychological Association","Journal Article","Cognitive Ability; Performance Tests; Self-Control; Self-Regulation; Test Anxiety; Ego; Adulthood (18 yrs & older); Male; Female",,"In the present work, we examine the role of self-control resources within the relationship between anxiety and cognitive test performance. We argue that self-control is required for keeping attention away from anxiety-related worries, which would otherwise distract a person from performing on the test. In Study 1 (N = 67) and Study 2 (N = 96), we found that state anxiety was negatively related to performance of verbal learning and mental arithmetic if participants’ self-control resources were depleted, but it was unrelated if participants’ self-control was intact. In Study 3 (N = 99), the worry component of trait test anxiety was more strongly related to perceived distraction by worries while performing an arithmetic task for participants with depleted self-control resources than for nondepleted participants. Furthermore, distraction by worries showed to be responsible for suboptimal performance. The findings may help to clarify the anxiety–performance relationship and offer a novel approach for counteracting performance decrements associated with test anxiety. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2013-10203-001&site=ehost-live&scope=site"
"Satiated with belongingness? Effects of acceptance, rejection, and task framing on self-regulatory performance.","DeWall, C. Nathan; Baumeister, Roy F.; Vohs, Kathleen D.","Journal of Personality and Social Psychology",="00223514",,="20081201","95","6","1367","16","2008-16429-009","10.1037/a0012632","American Psychological Association","Journal Article","Motivation; Satiation; Self-Regulation; Social Acceptance; Adulthood (18 yrs & older); Male; Female",,"Seven experiments showed that the effects of social acceptance and social exclusion on self-regulatory performance depend on the prospect of future acceptance. Excluded participants showed decrements in self-regulation, but these decrements were eliminated if the self-regulation task was ostensibly a diagnostic indicator of the ability to get along with others. No such improvement was found when the task was presented as diagnostic of good health. Accepted participants, in contrast, performed relatively poorly when the task was framed as a diagnostic indicator of interpersonally attractive traits. Furthermore, poor performance among accepted participants was not due to self-handicapping or overconfidence. Offering accepted participants a cash incentive for self-regulating eliminated the self-regulation deficits. These findings provide evidence that the need to belong fits standard motivational patterns: Thwarting the drive intensifies it, whereas satiating it leads to temporary reduction in drive. Accepted people are normally good at self-regulation but are unwilling to exert the effort to self-regulate if self-regulation means gaining the social acceptance they have already obtained. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2008-16429-009&site=ehost-live&scope=site"
"Self-affirmation and self-control: Affirming core values counteracts ego depletion.","Schmeichel, Brandon J.; Vohs, Kathleen","Journal of Personality and Social Psychology",="00223514",,="20090401","96","4","770","13","2009-03773-004","10.1037/a0014635","American Psychological Association","Journal Article","Ego; Self-Control; Self-Regulation; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Male; Female",,"Research has established that acts of self-control deplete a resource required for subsequent self-control tasks. The present investigation revealed that a psychological intervention—self-affirmation—facilitates self-control when the resource has been depleted. Experiments 1 and 2 found beneficial effects of self-affirmation on self-control in a depleted state. Experiments 3 and 4 suggested that self-affirmation improves self-control by promoting higher levels (vs. lower levels) of mental construal. Self-affirmation therefore holds promise as a mental strategy that reduces the likelihood of self-control failure. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2009-03773-004&site=ehost-live&scope=site"
"Self-control relies on glucose as a limited energy source: Willpower is more than a metaphor.","Gailliot, Matthew T.; Baumeister, Roy F.; DeWall, C. Nathan; Maner, Jon K.; Plant, E. Ashby; Tice, Dianne M.; Brewer, Lauren E.; Schmeichel, Brandon J.","Journal of Personality and Social Psychology",="00223514",,="20070201","92","2","325","12","2007-00654-010","10.1037/0022-3514.92.2.325","American Psychological Association","Journal Article","Glucose; Self-Control; Self-Regulation; Attention; Blood Sugar; Emotions; Prejudice; Adulthood (18 yrs & older); Male; Female",,"The present work suggests that self-control relies on glucose as a limited energy source. Laboratory tests of self-control (i.e., the Stroop task, thought suppression, emotion regulation, attention control) and of social behaviors (i.e., helping behavior, coping with thoughts of death, stifling prejudice during an interracial interaction) showed that (a) acts of self-control reduced blood glucose levels, (b) low levels of blood glucose after an initial self-control task predicted poor performance on a subsequent self-control task, and (c) initial acts of self-control impaired performance on subsequent self-control tasks, but consuming a glucose drink eliminated these impairments. Self-control requires a certain amount of glucose to operate unimpaired. A single act of self-control causes glucose to drop below optimal levels, thereby impairing subsequent attempts at self-control. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","http://proxy.lib.umich.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=pdh&AN=2007-00654-010&site=ehost-live&scope=site"
